Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic work,Chrome 61.0.3163.100,,2560-10-25 11:50:08,2560-10-25 11:54:21,4m - 12.860s,FAILED
,,,,,,
Test Cases/1. Start Page (without login)/Prediction Single Verbatim without login,Chrome 61.0.3163.100,,2560-10-25 11:50:09,2560-10-25 11:50:39,30.212s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-25 11:50:09,2560-10-25 11:50:12,2.507s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2560-10-25 11:50:12,2560-10-25 11:50:12,0.198s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2560-10-25 11:50:12,2560-10-25 11:50:16,4.069s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:50:16,2560-10-25 11:50:16,0.202s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:50:16,2560-10-25 11:50:16,0.079s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:50:16,2560-10-25 11:50:17,0.289s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:50:17,2560-10-25 11:50:17,0.061s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:50:17,2560-10-25 11:50:39,22.060s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.145s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.001s,NOT_RUN
,,,,,,
Test Cases/2. Login/Sign Up,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:51,12.008s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.003s,NOT_RUN
maximizeWindow,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.002s,NOT_RUN
navigateToUrl,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.001s,NOT_RUN
click,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:39,0.195s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2560-10-25 11:50:39,2560-10-25 11:50:40,0.084s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:50:40,2560-10-25 11:50:40,0.143s,PASSED
Statement - date = new java.util.Date(),Chrome 61.0.3163.100,,2560-10-25 11:50:40,2560-10-25 11:50:40,0.008s,PASSED
"Statement - out.println(""Current Date : "" + date.toString())",Chrome 61.0.3163.100,,2560-10-25 11:50:40,2560-10-25 11:50:40,0.019s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-25 11:50:40,2560-10-25 11:50:40,0.162s,PASSED
