Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic work,Chrome 61.0.3163.100,,2560-10-30 16:47:31,2560-10-30 16:53:52,6m - 20.595s,FAILED
,,,,,,
Test Cases/1. Start Page (without login)/Prediction Single Verbatim without login,Chrome 61.0.3163.100,,2560-10-30 16:47:32,2560-10-30 16:48:03,30.793s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-30 16:47:33,2560-10-30 16:47:36,3.349s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2560-10-30 16:47:36,2560-10-30 16:47:36,0.307s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2560-10-30 16:47:36,2560-10-30 16:47:43,6.317s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:47:43,2560-10-30 16:47:43,0.202s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:47:43,2560-10-30 16:47:43,0.138s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:47:43,2560-10-30 16:47:43,0.331s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:47:43,2560-10-30 16:47:43,0.053s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:47:43,2560-10-30 16:48:02,19.037s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:02,2560-10-30 16:48:03,0.131s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.002s,NOT_RUN
,,,,,,
Test Cases/2. Login/Sign Up,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:20,17.188s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.002s,NOT_RUN
maximizeWindow,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.003s,NOT_RUN
navigateToUrl,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.001s,NOT_RUN
click,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.190s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:03,0.088s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:03,2560-10-30 16:48:04,0.147s,PASSED
Statement - date = new java.util.Date(),Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:04,0.007s,PASSED
"Statement - out.println(""Current Date : "" + date.toString())",Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:04,0.035s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:04,0.165s,PASSED
uploadFile,Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:04,0.108s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:04,0.408s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:04,2560-10-30 16:48:05,0.196s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.156s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.085s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.102s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.162s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.388s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:05,2560-10-30 16:48:05,0.066s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:06,2560-10-30 16:48:06,0.072s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:06,2560-10-30 16:48:06,0.067s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:06,2560-10-30 16:48:06,0.305s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:06,2560-10-30 16:48:07,0.341s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:07,2560-10-30 16:48:07,0.040s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:07,2560-10-30 16:48:07,0.351s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:07,2560-10-30 16:48:07,0.344s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:07,2560-10-30 16:48:08,0.440s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:08,2560-10-30 16:48:08,0.059s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:08,2560-10-30 16:48:08,0.418s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2560-10-30 16:48:08,2560-10-30 16:48:08,0.282s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:08,2560-10-30 16:48:09,0.155s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:09,2560-10-30 16:48:09,0.266s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:09,2560-10-30 16:48:09,0.600s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:09,2560-10-30 16:48:10,0.132s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:10,2560-10-30 16:48:10,0.105s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:10,2560-10-30 16:48:10,0.279s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:10,2560-10-30 16:48:10,0.340s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:10,2560-10-30 16:48:10,0.027s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:10,2560-10-30 16:48:11,0.415s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:11,2560-10-30 16:48:11,0.077s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:11,2560-10-30 16:48:11,0.487s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:11,2560-10-30 16:48:11,0.058s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:11,2560-10-30 16:48:12,0.194s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:12,2560-10-30 16:48:12,0.227s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:12,2560-10-30 16:48:12,0.233s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:12,2560-10-30 16:48:12,0.106s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:12,2560-10-30 16:48:13,0.380s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:13,2560-10-30 16:48:13,0.029s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:13,2560-10-30 16:48:13,0.478s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:13,2560-10-30 16:48:13,0.225s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:13,2560-10-30 16:48:14,0.313s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:14,2560-10-30 16:48:14,0.054s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:14,2560-10-30 16:48:14,0.239s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:14,2560-10-30 16:48:14,0.350s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:14,2560-10-30 16:48:14,0.062s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:14,2560-10-30 16:48:15,0.266s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:15,2560-10-30 16:48:15,0.347s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:15,2560-10-30 16:48:15,0.032s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:15,2560-10-30 16:48:15,0.295s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:15,2560-10-30 16:48:16,0.332s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:16,2560-10-30 16:48:16,0.388s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:16,2560-10-30 16:48:16,0.083s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:16,2560-10-30 16:48:16,0.295s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:16,2560-10-30 16:48:17,0.208s,PASSED
selectOptionByLabel,Chrome 61.0.3163.100,,2560-10-30 16:48:17,2560-10-30 16:48:17,0.605s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:17,2560-10-30 16:48:17,0.068s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2560-10-30 16:48:17,2560-10-30 16:48:18,0.376s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:18,2560-10-30 16:48:18,0.360s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:18,2560-10-30 16:48:18,0.300s,PASSED
sendKeys,Chrome 61.0.3163.100,,2560-10-30 16:48:18,2560-10-30 16:48:18,0.049s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-30 16:48:18,2560-10-30 16:48:18,0.028s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-30 16:48:19,2560-10-30 16:48:19,0.096s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:19,2560-10-30 16:48:19,0.362s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-30 16:48:19,2560-10-30 16:48:20,0.567s,PASSED
click,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.155s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.061s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.001s,NOT_RUN
,,,,,,
Test Cases/2. Login/Login,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:25,4.798s,FAILED
openBrowser,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.000s,NOT_RUN
maximizeWindow,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.000s,NOT_RUN
navigateToUrl,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.000s,NOT_RUN
click,Chrome 61.0.3163.100,,2560-10-30 16:48:20,2560-10-30 16:48:20,0.105s,PASSED
