Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic work,Chrome 61.0.3163.100,,2560-10-25 11:32:14,2560-10-25 11:36:24,4m - 9.587s,FAILED
,,,,,,
Test Cases/1. Start Page (without login)/Prediction Single Verbatim without login,Chrome 61.0.3163.100,,2560-10-25 11:32:15,2560-10-25 11:32:44,29.652s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-25 11:32:15,2560-10-25 11:32:18,2.613s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2560-10-25 11:32:18,2560-10-25 11:32:18,0.162s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2560-10-25 11:32:18,2560-10-25 11:32:23,4.853s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:32:23,2560-10-25 11:32:23,0.238s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:32:23,2560-10-25 11:32:23,0.118s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:23,2560-10-25 11:32:24,0.360s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:32:24,2560-10-25 11:32:24,0.069s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:32:24,2560-10-25 11:32:44,20.584s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:32:44,2560-10-25 11:32:44,0.118s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2560-10-25 11:32:44,2560-10-25 11:32:44,0.002s,NOT_RUN
,,,,,,
Test Cases/2. Login/Sign Up,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:57,12.572s,PASSED
openBrowser,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:45,0.005s,NOT_RUN
maximizeWindow,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:45,0.003s,NOT_RUN
navigateToUrl,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:45,0.003s,NOT_RUN
click,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:45,0.295s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:45,0.121s,PASSED
click,Chrome 61.0.3163.100,,2560-10-25 11:32:45,2560-10-25 11:32:46,0.169s,PASSED
Statement - date = new java.util.Date(),Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.009s,PASSED
"Statement - out.println(""Current Date : "" + date.toString())",Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.018s,PASSED
verifyElementNotClickable,Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.125s,PASSED
uploadFile,Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.132s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.263s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:46,0.197s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:46,2560-10-25 11:32:47,0.264s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.074s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.295s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.193s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.036s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.080s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.066s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:47,0.064s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:47,2560-10-25 11:32:48,0.076s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.135s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.051s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.173s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.190s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.184s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.039s,PASSED
setText,Chrome 61.0.3163.100,,2560-10-25 11:32:48,2560-10-25 11:32:48,0.156s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2560-10-25 11:32:49,2560-10-25 11:32:49,0.319s,PASSED
